z1,z2,z3,z4,z5,z6,z7,z8,f1,f2,f3,f4,f5,f6
4.824970418,9.204694245,0.932475791,2.774162557,9.085997191,5.869352333,5.689505392,0.214713916,265.9934401,164.7272641,146.4945749,98.07037715,168.8214141,-0.981933403
2.870497647,4.241472474,5.626760573,6.221404439,7.322266047,7.009873324,3.092298145,0.488526672,209.1510234,114.799774,-82.11468775,52.83041933,73.66663224,-0.997775952
8.336878843,6.193272731,6.7596105,8.588930373,8.884169246,6.6294345,9.711988089,9.926688244,543.0619522,226.5981722,-715.128423,176.0691568,57.65021456,0.989791136
8.721795084,2.031076567,6.332185802,1.082987842,9.587757329,0.659003772,1.235502644,4.395813683,234.6734425,222.7520342,129.9153259,-54.03048728,133.3275788,0.252530937
0.921315918,3.280657438,2.62252307,5.596629193,2.744824375,9.58657619,1.909520992,5.934883527,188.1170386,1.376897384,33.14280993,47.88183615,67.62964552,-0.719354733
2.15949471,3.449534629,8.749537946,6.327367138,2.080401449,0.230678667,7.689111201,7.396320455,251.3619659,85.54616996,108.1702801,38.52541246,120.9009571,-0.74793543
8.317610905,3.947518704,2.455311584,9.261176325,9.006178398,0.320762926,8.09469828,6.129785798,360.8760493,221.2999052,74.50018668,-2.213822935,163.6155796,-0.980113524
8.483038971,0.222318866,8.449615458,0.381878827,3.895193681,5.555650588,3.73597591,7.519082762,260.0851175,219.8847141,87.68009974,69.5789248,159.307214,-0.089376014
3.146529988,6.603470522,4.707286156,5.074320489,1.079126782,0.752590052,0.948426652,5.607491338,135.4881239,121.1539951,64.15326958,-5.368625191,78.85669086,0.940537562
2.792945968,1.69990018,1.430925203,7.326242137,6.234846977,3.210379197,6.387168134,4.94064214,180.7972915,112.038377,4.631021479,-40.56218827,64.22612544,0.956532685
4.30815022,6.033002633,8.241296048,6.596926133,4.785337937,7.922844792,3.434661742,4.53422228,284.4226758,158.2247481,-151.1115941,14.21308913,76.43722973,-0.091676963
5.394465003,6.195803465,0.781823011,8.614208046,1.92035466,5.598554505,8.524271666,8.881503672,328.8799502,178.9704079,-174.7566421,33.88030677,91.7435057,-0.446942611
0.95566815,6.979047464,7.949896289,6.564362952,9.161797257,5.806157654,0.644494507,9.848200753,370.964544,7.185233014,-157.344686,79.54572762,75.08770467,-0.989036534
8.369121387,2.91931186,6.000122177,6.316294376,4.798140651,9.172491341,5.34994266,3.821752553,304.8460455,223.9633835,-113.402819,29.08248009,111.1222725,-0.011751175
5.347348704,2.920319866,8.766595011,6.099030167,9.911769357,1.047141983,1.679957986,2.065249006,257.6009537,176.2946653,-307.2238581,-55.33620315,17.83388944,0.930858383
7.74967815,7.555294769,8.032045171,1.646876555,2.813030867,9.884488332,9.467972913,9.26325931,465.4326789,217.1688996,-555.7917132,85.85508669,53.16623799,0.993015823
2.308362656,3.882241953,4.019707513,8.546804618,0.596308137,6.415949146,9.730870406,2.873434594,254.0727105,93.21962665,36.26642913,16.16799661,99.93169071,-0.333656436
9.652933511,1.52463261,1.351921531,5.158574717,9.076426637,6.87752707,5.861713728,7.186376822,339.6278136,236.9646956,-42.81771009,5.865146496,134.9099864,0.104187703
7.510273073,9.052649013,2.661914968,0.213510973,2.96242723,0.159552994,6.93538931,2.360286521,207.9580436,205.3112688,67.68681793,-26.20182054,113.6885774,0.511663692
3.430938644,0.1308281,0.013225343,8.204654916,9.238036464,8.71162162,8.798904531,5.953764273,353.2066921,127.3752365,-105.0657149,23.07119819,99.64685297,-0.409620618
9.48527647,8.864844077,6.53403248,6.885414542,4.846145523,3.942468857,9.028921621,3.169990688,389.2568978,237.2667505,-109.7796246,71.54487223,147.072224,-0.627448468
7.00511779,2.92256776,0.855124013,6.574060451,6.933427525,3.980173252,1.177007581,0.425828783,167.0434588,200.0901219,85.12550603,74.60339229,131.7156198,-0.746717496
8.405610855,3.818250401,1.79288577,0.517625182,1.162364772,6.362563653,3.322119742,0.215067181,141.6317468,215.8197452,71.81765078,149.0155323,144.5711688,-0.998855262
0.454973059,9.784051524,2.449765276,7.054469536,2.646061209,3.973982131,7.917852383,3.015833427,246.2833666,-68.09546303,96.75730396,-190.1623529,21.19571366,0.943785944
0.556415411,4.366757414,4.061024824,3.380141148,6.788829058,9.401345914,2.744262249,4.632781277,210.7625878,-47.83183769,-6.810664021,127.7086078,70.95717349,-0.975210824
7.427372735,7.158819787,6.86799948,8.144758627,9.522767462,9.166804984,4.246897823,4.402307888,432.0509461,213.907404,-378.3619291,-55.71714913,52.96981797,0.99658361
3.046864329,4.123827669,4.444675645,1.560553634,8.200023379,3.72975252,9.830300173,4.408875544,245.7042284,121.9543947,2.048510393,-36.59253108,83.27865061,-0.938552952
5.167843658,9.135358122,5.037705659,3.354337183,9.045256543,2.260538862,4.743926883,5.031352084,281.5374803,175.4753065,-19.68631779,-48.41637859,97.22752259,0.414557305
1.562624237,7.194904992,0.932077973,1.031057135,7.746912592,4.066310213,5.754038272,1.308693514,167.5114691,52.03924168,106.9601974,44.17991937,92.67270688,-0.993026513
9.779524097,4.806917884,3.381774011,0.183561085,9.720223188,9.927944776,2.247826293,6.505061551,370.6310164,236.3744372,125.4094571,117.8039684,212.5547198,-0.601853375
5.027510477,0.84221649,2.066685448,3.235662895,2.380690113,3.048960825,1.472230477,7.696718301,117.096676,167.6307182,58.15944318,-30.55202542,78.08370301,0.776227728
8.290010785,3.636338678,7.391375486,6.993795023,1.223766061,4.958160534,9.053426063,4.410159133,312.9878245,222.2314634,-8.528546269,30.62111172,139.3279633,0.787365646
0.740377963,4.906067023,0.176526147,4.197793287,2.405202655,1.984975915,7.689344528,4.647067596,132.7166688,-23.62938807,52.74072368,-85.85858416,18.99235507,-0.151729918
4.789154522,2.838641835,6.167959417,2.979431237,5.80081882,4.828192517,1.327104514,1.245156511,138.1871855,164.4245469,-3.582274688,83.08282893,95.52807165,0.616915663
0.622794804,5.346405094,6.978869257,9.362525835,3.706981694,9.525354876,9.31408284,0.326477158,356.6662522,-36.82148438,78.82818566,-8.902861461,97.442523,0.990452011
8.842414311,2.096510682,5.046430171,7.267005247,0.351653907,4.01683022,8.959359651,2.459557911,263.4376066,225.7363606,124.9500421,-10.96578127,150.789557,0.912763763
4.458101787,4.943295755,0.444775007,9.716256349,1.246937598,0.128420915,3.285220348,4.312339382,169.8745957,153.3531155,118.5911266,9.393280748,112.8030296,-0.57783092
